AÑO_ACCIDENTE,MES_ACCIDENTE,CLASE ACCIDENTE,SERVICIO_VEHICULO_ACCIDENTADO,CLASE_VEHICULO_ACCIDENTADO,CANTIDAD_VEHICULOS
2015,1,Atropello,PARTICULAR,AUTOMOVIL,3
2015,1,Atropello,PARTICULAR,MOTOCICLETA,5
2015,1,Atropello,PUBLICO,AUTOMOVIL,2
2015,1,Atropello,PUBLICO,BUS,1
2015,1,Atropello,PUBLICO,BUSETA,1
2015,1,Caida Ocupante,PUBLICO,BUS,1
2015,1,Caida Ocupante,PUBLICO,MICROBUS,1
2015,1,Choque,DIPLOMATICO,BICICLETA,5
2015,1,Choque,DIPLOMATICO,MOTOCICLETA,1
2015,1,Choque,OFICIAL,CAMPERO,1
2015,1,Choque,OFICIAL,MOTOCICLETA,1
2015,1,Choque,PARTICULAR,AUTOMOVIL,276
2015,1,Choque,PARTICULAR,CAMION,11
2015,1,Choque,PARTICULAR,CAMIONETA,92
2015,1,Choque,PARTICULAR,CAMPERO,34
2015,1,Choque,PARTICULAR,MICROBUS,1
2015,1,Choque,PARTICULAR,MOTOCARRO,2
2015,1,Choque,PARTICULAR,MOTOCICLETA,90
2015,1,Choque,PARTICULAR,TRACCION ANIMAL,1
2015,1,Choque,PARTICULAR,VOLQUETA,1
2015,1,Choque,PUBLICO,AUTOMOVIL,163
2015,1,Choque,PUBLICO,BUS,35
2015,1,Choque,PUBLICO,BUSETA,24
2015,1,Choque,PUBLICO,CAMION,34
2015,1,Choque,PUBLICO,CAMIONETA,16
2015,1,Choque,PUBLICO,CAMPERO,3
2015,1,Choque,PUBLICO,MICROBUS,15
2015,1,Choque,PUBLICO,TRACTO/CAMION,12
2015,1,Choque,PUBLICO,VOLQUETA,5
2015,1,Otro,PARTICULAR,AUTOMOVIL,1
2015,1,Otro,PARTICULAR,MOTOCICLETA,1
2015,1,Volcamiento,OFICIAL,MOTOCICLETA,1
2015,1,Volcamiento,PARTICULAR,AUTOMOVIL,1
2015,1,Volcamiento,PARTICULAR,MOTOCICLETA,1
2015,2,Atropello,OFICIAL,MOTOCICLETA,2
2015,2,Atropello,PARTICULAR,AUTOMOVIL,3
2015,2,Atropello,PARTICULAR,CAMIONETA,2
2015,2,Atropello,PARTICULAR,MOTOCICLETA,7
2015,2,Atropello,PUBLICO,AUTOMOVIL,2
2015,2,Atropello,PUBLICO,BUS,1
2015,2,Atropello,PUBLICO,MICROBUS,1
2015,2,Atropello,PUBLICO,TRACTO/CAMION,2
2015,2,Choque,DESCONOCIDO,DESCONOCIDA,1
2015,2,Choque,DIPLOMATICO,BICICLETA,1
2015,2,Choque,OFICIAL,AUTOMOVIL,1
2015,2,Choque,OFICIAL,CAMIONETA,1
2015,2,Choque,OFICIAL,CAMPERO,2
2015,2,Choque,OFICIAL,MOTOCICLETA,9
2015,2,Choque,PARTICULAR,AUTOMOVIL,296
2015,2,Choque,PARTICULAR,BUS,1
2015,2,Choque,PARTICULAR,CAMION,10
2015,2,Choque,PARTICULAR,CAMIONETA,96
2015,2,Choque,PARTICULAR,CAMPERO,33
2015,2,Choque,PARTICULAR,MICROBUS,1
2015,2,Choque,PARTICULAR,MOTOCARRO,1
2015,2,Choque,PARTICULAR,MOTOCICLETA,104
2015,2,Choque,PARTICULAR,TRACTO/CAMION,1
2015,2,Choque,PARTICULAR,VOLQUETA,1
2015,2,Choque,PUBLICO,AUTOMOVIL,179
2015,2,Choque,PUBLICO,BUS,52
2015,2,Choque,PUBLICO,BUSETA,23
2015,2,Choque,PUBLICO,CAMION,33
2015,2,Choque,PUBLICO,CAMIONETA,19
2015,2,Choque,PUBLICO,MICROBUS,14
2015,2,Choque,PUBLICO,TRACTO/CAMION,16
2015,2,Choque,PUBLICO,VOLQUETA,5
2015,2,Choque,No Aplica,AUTOMOVIL,1
2015,2,Incendio,PARTICULAR,CAMPERO,1
2015,2,Incendio,PUBLICO,BUS,1
2015,2,Otro,PUBLICO,AUTOMOVIL,1
2015,2,Otro,PUBLICO,BUS,1
2015,2,Otro,PUBLICO,TRACTO/CAMION,1
2015,3,Atropello,DESCONOCIDO,AUTOMOVIL,1
2015,3,Atropello,PARTICULAR,AUTOMOVIL,2
2015,3,Atropello,PARTICULAR,MOTOCICLETA,9
2015,3,Atropello,PUBLICO,AUTOMOVIL,2
2015,3,Atropello,PUBLICO,BUS,1
2015,3,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2015,3,Caida Ocupante,PUBLICO,BUS,1
2015,3,Choque,DESCONOCIDO,BICICLETA,3
2015,3,Choque,DESCONOCIDO,DESCONOCIDA,3
2015,3,Choque,DIPLOMATICO,BICICLETA,1
2015,3,Choque,DIPLOMATICO,CAMIONETA,1
2015,3,Choque,OFICIAL,CAMIONETA,5
2015,3,Choque,OFICIAL,CAMPERO,3
2015,3,Choque,OFICIAL,MOTOCICLETA,5
2015,3,Choque,PARTICULAR,AUTOMOVIL,336
2015,3,Choque,PARTICULAR,CAMION,8
2015,3,Choque,PARTICULAR,CAMIONETA,123
2015,3,Choque,PARTICULAR,CAMPERO,46
2015,3,Choque,PARTICULAR,MOTOCARRO,3
2015,3,Choque,PARTICULAR,MOTOCICLETA,149
2015,3,Choque,PARTICULAR,TRACCION ANIMAL,2
2015,3,Choque,PARTICULAR,TRACTO/CAMION,2
2015,3,Choque,PARTICULAR,VOLQUETA,2
2015,3,Choque,PUBLICO,AUTOMOVIL,215
2015,3,Choque,PUBLICO,BUS,60
2015,3,Choque,PUBLICO,BUSETA,31
2015,3,Choque,PUBLICO,CAMION,45
2015,3,Choque,PUBLICO,CAMIONETA,15
2015,3,Choque,PUBLICO,MICROBUS,18
2015,3,Choque,PUBLICO,TRACTO/CAMION,18
2015,3,Choque,PUBLICO,VOLQUETA,7
2015,3,Otro,PARTICULAR,CAMPERO,2
2015,3,Otro,PARTICULAR,MOTOCICLETA,2
2015,3,Volcamiento,PUBLICO,CAMION,2
2015,3,Volcamiento,PUBLICO,TRACTO/CAMION,1
2015,4,Atropello,PARTICULAR,AUTOMOVIL,1
2015,4,Atropello,PARTICULAR,CAMIONETA,1
2015,4,Atropello,PARTICULAR,MOTOCICLETA,12
2015,4,Atropello,PUBLICO,AUTOMOVIL,1
2015,4,Atropello,PUBLICO,BUS,1
2015,4,Choque,DESCONOCIDO,DESCONOCIDA,1
2015,4,Choque,DESCONOCIDO,BICICLETA,5
2015,4,Choque,OFICIAL,AUTOMOVIL,1
2015,4,Choque,OFICIAL,CAMION,1
2015,4,Choque,OFICIAL,CAMIONETA,4
2015,4,Choque,OFICIAL,MICROBUS,1
2015,4,Choque,OFICIAL,MOTOCICLETA,4
2015,4,Choque,PARTICULAR,AUTOMOVIL,309
2015,4,Choque,PARTICULAR,CAMION,6
2015,4,Choque,PARTICULAR,CAMIONETA,116
2015,4,Choque,PARTICULAR,CAMPERO,46
2015,4,Choque,PARTICULAR,MICROBUS,1
2015,4,Choque,PARTICULAR,MOTOCARRO,1
2015,4,Choque,PARTICULAR,MOTOCICLETA,125
2015,4,Choque,PARTICULAR,TRACCION ANIMAL,1
2015,4,Choque,PARTICULAR,VOLQUETA,2
2015,4,Choque,PUBLICO,AUTOMOVIL,173
2015,4,Choque,PUBLICO,BUS,78
2015,4,Choque,PUBLICO,BUSETA,37
2015,4,Choque,PUBLICO,CAMION,37
2015,4,Choque,PUBLICO,CAMIONETA,23
2015,4,Choque,PUBLICO,MICROBUS,18
2015,4,Choque,PUBLICO,TRACTO/CAMION,17
2015,4,Choque,PUBLICO,VOLQUETA,7
2015,4,Choque,No Aplica,AUTOMOVIL,3
2015,4,Otro,PARTICULAR,AUTOMOVIL,1
2015,4,Otro,PARTICULAR,MOTOCICLETA,1
2015,4,Volcamiento,PARTICULAR,AUTOMOVIL,1
2015,4,Volcamiento,PARTICULAR,CAMION,1
2015,4,Volcamiento,PARTICULAR,MOTOCICLETA,2
2015,5,Atropello,PARTICULAR,AUTOMOVIL,1
2015,5,Atropello,PARTICULAR,CAMIONETA,2
2015,5,Atropello,PARTICULAR,MOTOCICLETA,7
2015,5,Atropello,PUBLICO,AUTOMOVIL,2
2015,5,Atropello,PUBLICO,CAMION,1
2015,5,Choque,DESCONOCIDO,DESCONOCIDA,2
2015,5,Choque,DESCONOCIDO,AUTOMOVIL,3
2015,5,Choque,OFICIAL,AUTOMOVIL,1
2015,5,Choque,OFICIAL,MOTOCICLETA,2
2015,5,Choque,PARTICULAR,AUTOMOVIL,319
2015,5,Choque,PARTICULAR,BUS,1
2015,5,Choque,PARTICULAR,BUSETA,1
2015,5,Choque,PARTICULAR,CAMION,7
2015,5,Choque,PARTICULAR,CAMIONETA,124
2015,5,Choque,PARTICULAR,CAMPERO,45
2015,5,Choque,PARTICULAR,MICROBUS,2
2015,5,Choque,PARTICULAR,MOTOCICLETA,116
2015,5,Choque,PARTICULAR,TRACCION ANIMAL,3
2015,5,Choque,PARTICULAR,VOLQUETA,1
2015,5,Choque,PUBLICO,AUTOMOVIL,175
2015,5,Choque,PUBLICO,BUS,69
2015,5,Choque,PUBLICO,BUSETA,22
2015,5,Choque,PUBLICO,CAMION,35
2015,5,Choque,PUBLICO,CAMIONETA,17
2015,5,Choque,PUBLICO,CAMPERO,1
2015,5,Choque,PUBLICO,MICROBUS,18
2015,5,Choque,PUBLICO,TRACTO/CAMION,13
2015,5,Choque,PUBLICO,VOLQUETA,6
2015,5,Choque,No Aplica,AUTOMOVIL,1
2015,5,Incendio,PUBLICO,AUTOMOVIL,1
2015,5,Otro,PARTICULAR,AUTOMOVIL,1
2015,5,Otro,PARTICULAR,CAMIONETA,1
2015,5,Otro,PUBLICO,AUTOMOVIL,1
2015,5,Volcamiento,PARTICULAR,MOTOCICLETA,1
2015,6,Atropello,PARTICULAR,AUTOMOVIL,4
2015,6,Atropello,PARTICULAR,CAMIONETA,2
2015,6,Atropello,PARTICULAR,MOTOCICLETA,2
2015,6,Atropello,PUBLICO,AUTOMOVIL,3
2015,6,Atropello,PUBLICO,BUS,1
2015,6,Atropello,PUBLICO,CAMIONETA,1
2015,6,Atropello,PUBLICO,TRACTO/CAMION,1
2015,6,Choque,DESCONOCIDO,DESCONOCIDA,2
2015,6,Choque,DESCONOCIDO,AUTOMOVIL,1
2015,6,Choque,DESCONOCIDO,BICICLETA,3
2015,6,Choque,OFICIAL,AUTOMOVIL,2
2015,6,Choque,OFICIAL,BUSETA,1
2015,6,Choque,OFICIAL,CAMIONETA,2
2015,6,Choque,OFICIAL,CAMPERO,3
2015,6,Choque,OFICIAL,MOTOCICLETA,5
2015,6,Choque,PARTICULAR,AUTOMOVIL,324
2015,6,Choque,PARTICULAR,CAMION,7
2015,6,Choque,PARTICULAR,CAMIONETA,101
2015,6,Choque,PARTICULAR,CAMPERO,43
2015,6,Choque,PARTICULAR,MICROBUS,1
2015,6,Choque,PARTICULAR,MOTOCICLETA,133
2015,6,Choque,PARTICULAR,TRACCION ANIMAL,1
2015,6,Choque,PARTICULAR,VOLQUETA,2
2015,6,Choque,PUBLICO,AUTOMOVIL,182
2015,6,Choque,PUBLICO,BUS,83
2015,6,Choque,PUBLICO,BUSETA,36
2015,6,Choque,PUBLICO,CAMION,44
2015,6,Choque,PUBLICO,CAMIONETA,13
2015,6,Choque,PUBLICO,CAMPERO,1
2015,6,Choque,PUBLICO,MICROBUS,14
2015,6,Choque,PUBLICO,TRACTO/CAMION,18
2015,6,Choque,PUBLICO,VOLQUETA,9
2015,6,Otro,OFICIAL,MOTOCICLETA,1
2015,6,Otro,PARTICULAR,MOTOCICLETA,1
2015,6,Volcamiento,PUBLICO,AUTOMOVIL,1
2015,6,Volcamiento,PUBLICO,TRACTO/CAMION,1
2015,7,Atropello,DESCONOCIDO,DESCONOCIDA,1
2015,7,Atropello,PARTICULAR,AUTOMOVIL,4
2015,7,Atropello,PARTICULAR,MOTOCICLETA,6
2015,7,Atropello,PUBLICO,BUS,3
2015,7,Atropello,PUBLICO,MICROBUS,1
2015,7,Atropello,PUBLICO,TRACTO/CAMION,1
2015,7,Atropello,PUBLICO,VOLQUETA,2
2015,7,Caida Ocupante,PUBLICO,BUS,1
2015,7,Choque,DESCONOCIDO,DESCONOCIDA,2
2015,7,Choque,DESCONOCIDO,BICICLETA,6
2015,7,Choque,DESCONOCIDO,VOLQUETA,1
2015,7,Choque,OFICIAL,AUTOMOVIL,2
2015,7,Choque,OFICIAL,CAMIONETA,2
2015,7,Choque,OFICIAL,MOTOCICLETA,5
2015,7,Choque,OFICIAL,VOLQUETA,1
2015,7,Choque,PARTICULAR,AUTOMOVIL,304
2015,7,Choque,PARTICULAR,BUSETA,1
2015,7,Choque,PARTICULAR,CAMION,6
2015,7,Choque,PARTICULAR,CAMIONETA,101
2015,7,Choque,PARTICULAR,CAMPERO,42
2015,7,Choque,PARTICULAR,MICROBUS,1
2015,7,Choque,PARTICULAR,MOTOCICLETA,109
2015,7,Choque,PARTICULAR,TRACCION ANIMAL,1
2015,7,Choque,PARTICULAR,VOLQUETA,3
2015,7,Choque,PUBLICO,AUTOMOVIL,195
2015,7,Choque,PUBLICO,BUS,62
2015,7,Choque,PUBLICO,BUSETA,30
2015,7,Choque,PUBLICO,CAMION,32
2015,7,Choque,PUBLICO,CAMIONETA,9
2015,7,Choque,PUBLICO,MICROBUS,18
2015,7,Choque,PUBLICO,TRACTO/CAMION,12
2015,7,Choque,PUBLICO,VOLQUETA,8
2015,7,Incendio,PARTICULAR,CAMPERO,1
2015,7,Otro,PARTICULAR,MOTOCICLETA,1
2015,7,Volcamiento,PARTICULAR,CAMIONETA,1
2015,7,Volcamiento,PUBLICO,CAMIONETA,2
2015,8,Atropello,PARTICULAR,AUTOMOVIL,2
2015,8,Atropello,PARTICULAR,CAMION,1
2015,8,Atropello,PARTICULAR,MOTOCICLETA,8
2015,8,Atropello,PUBLICO,AUTOMOVIL,2
2015,8,Atropello,PUBLICO,BUSETA,2
2015,8,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2015,8,Caida Ocupante,PUBLICO,BUS,2
2015,8,Choque,DESCONOCIDO,DESCONOCIDA,1
2015,8,Choque,DESCONOCIDO,AUTOMOVIL,1
2015,8,Choque,DESCONOCIDO,BICICLETA,5
2015,8,Choque,OFICIAL,CAMIONETA,1
2015,8,Choque,OFICIAL,CAMPERO,2
2015,8,Choque,OFICIAL,MOTOCICLETA,6
2015,8,Choque,OFICIAL,VOLQUETA,1
2015,8,Choque,PARTICULAR,AUTOMOVIL,322
2015,8,Choque,PARTICULAR,CAMION,13
2015,8,Choque,PARTICULAR,CAMIONETA,119
2015,8,Choque,PARTICULAR,CAMPERO,35
2015,8,Choque,PARTICULAR,MOTOCICLETA,124
2015,8,Choque,PARTICULAR,TRACTO/CAMION,1
2015,8,Choque,PARTICULAR,VOLQUETA,1
2015,8,Choque,PUBLICO,AUTOMOVIL,194
2015,8,Choque,PUBLICO,BUS,69
2015,8,Choque,PUBLICO,BUSETA,35
2015,8,Choque,PUBLICO,CAMION,31
2015,8,Choque,PUBLICO,CAMIONETA,18
2015,8,Choque,PUBLICO,CAMPERO,1
2015,8,Choque,PUBLICO,MICROBUS,14
2015,8,Choque,PUBLICO,TRACTO/CAMION,19
2015,8,Choque,PUBLICO,VOLQUETA,13
2015,8,Otro,PARTICULAR,AUTOMOVIL,1
2015,9,Atropello,PARTICULAR,CAMIONETA,1
2015,9,Atropello,PARTICULAR,MOTOCICLETA,11
2015,9,Atropello,PUBLICO,AUTOMOVIL,2
2015,9,Atropello,PUBLICO,BUS,3
2015,9,Atropello,PUBLICO,BUSETA,1
2015,9,Choque,DESCONOCIDO,AUTOMOVIL,1
2015,9,Choque,DESCONOCIDO,BICICLETA,3
2015,9,Choque,DIPLOMATICO,CAMPERO,1
2015,9,Choque,OFICIAL,AUTOMOVIL,2
2015,9,Choque,OFICIAL,CAMION,1
2015,9,Choque,OFICIAL,CAMIONETA,3
2015,9,Choque,OFICIAL,CAMPERO,4
2015,9,Choque,OFICIAL,MOTOCICLETA,6
2015,9,Choque,PARTICULAR,AUTOMOVIL,359
2015,9,Choque,PARTICULAR,CAMION,6
2015,9,Choque,PARTICULAR,CAMIONETA,106
2015,9,Choque,PARTICULAR,CAMPERO,43
2015,9,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2015,9,Choque,PARTICULAR,MICROBUS,1
2015,9,Choque,PARTICULAR,MOTOCICLETA,125
2015,9,Choque,PARTICULAR,VOLQUETA,1
2015,9,Choque,PUBLICO,AUTOMOVIL,209
2015,9,Choque,PUBLICO,BUS,90
2015,9,Choque,PUBLICO,BUSETA,39
2015,9,Choque,PUBLICO,CAMION,54
2015,9,Choque,PUBLICO,CAMIONETA,16
2015,9,Choque,PUBLICO,CAMPERO,2
2015,9,Choque,PUBLICO,MICROBUS,19
2015,9,Choque,PUBLICO,TRACTO/CAMION,21
2015,9,Choque,PUBLICO,VOLQUETA,12
2015,9,Otro,OFICIAL,MOTOCICLETA,1
2015,9,Otro,PARTICULAR,AUTOMOVIL,1
2015,9,Volcamiento,PARTICULAR,MOTOCICLETA,1
2015,10,Atropello,PARTICULAR,AUTOMOVIL,1
2015,10,Atropello,PARTICULAR,CAMPERO,1
2015,10,Atropello,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2015,10,Atropello,PARTICULAR,MOTOCICLETA,9
2015,10,Atropello,PUBLICO,AUTOMOVIL,6
2015,10,Atropello,PUBLICO,BUS,1
2015,10,Atropello,PUBLICO,CAMIONETA,1
2015,10,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2015,10,Caida Ocupante,PUBLICO,BUS,1
2015,10,Choque,DESCONOCIDO,DESCONOCIDA,2
2015,10,Choque,DESCONOCIDO,AUTOMOVIL,2
2015,10,Choque,DESCONOCIDO,BICICLETA,2
2015,10,Choque,DESCONOCIDO,MOTOCICLETA,1
2015,10,Choque,DESCONOCIDO,TRACCION ANIMAL,1
2015,10,Choque,DESCONOCIDO,VOLQUETA,1
2015,10,Choque,OFICIAL,CAMION,1
2015,10,Choque,OFICIAL,CAMIONETA,4
2015,10,Choque,OFICIAL,MOTOCICLETA,8
2015,10,Choque,PARTICULAR,AUTOMOVIL,335
2015,10,Choque,PARTICULAR,CAMION,7
2015,10,Choque,PARTICULAR,CAMIONETA,116
2015,10,Choque,PARTICULAR,CAMPERO,46
2015,10,Choque,PARTICULAR,MOTOCICLETA,138
2015,10,Choque,PARTICULAR,TRACTO/CAMION,1
2015,10,Choque,PARTICULAR,VOLQUETA,2
2015,10,Choque,PUBLICO,AUTOMOVIL,208
2015,10,Choque,PUBLICO,BUS,73
2015,10,Choque,PUBLICO,BUSETA,36
2015,10,Choque,PUBLICO,CAMION,36
2015,10,Choque,PUBLICO,CAMIONETA,19
2015,10,Choque,PUBLICO,MICROBUS,17
2015,10,Choque,PUBLICO,TRACTO/CAMION,23
2015,10,Choque,PUBLICO,VOLQUETA,13
2015,10,Otro,PARTICULAR,CAMIONETA,1
2015,10,Otro,PARTICULAR,MOTOCICLETA,2
2015,10,Otro,PUBLICO,TRACTO/CAMION,1
2015,10,Volcamiento,PARTICULAR,MOTOCICLETA,1
2015,11,Atropello,DESCONOCIDO,AUTOMOVIL,1
2015,11,Atropello,DESCONOCIDO,BICICLETA,1
2015,11,Atropello,PARTICULAR,AUTOMOVIL,1
2015,11,Atropello,PARTICULAR,CAMION,1
2015,11,Atropello,PARTICULAR,CAMIONETA,1
2015,11,Atropello,PARTICULAR,CAMPERO,1
2015,11,Atropello,PARTICULAR,MOTOCICLETA,11
2015,11,Atropello,PUBLICO,AUTOMOVIL,4
2015,11,Atropello,PUBLICO,BUS,2
2015,11,Atropello,PUBLICO,BUSETA,1
2015,11,Atropello,PUBLICO,TRACTO/CAMION,1
2015,11,Caida Ocupante,PUBLICO,BUS,2
2015,11,Choque,DESCONOCIDO,AUTOMOVIL,1
2015,11,Choque,DESCONOCIDO,BICICLETA,5
2015,11,Choque,DESCONOCIDO,REMOLQUE,1
2015,11,Choque,OFICIAL,CAMION,1
2015,11,Choque,OFICIAL,MOTOCICLETA,6
2015,11,Choque,PARTICULAR,AUTOMOVIL,307
2015,11,Choque,PARTICULAR,CAMION,11
2015,11,Choque,PARTICULAR,CAMIONETA,114
2015,11,Choque,PARTICULAR,CAMPERO,51
2015,11,Choque,PARTICULAR,CUATRIMOTO,1
2015,11,Choque,PARTICULAR,MICROBUS,1
2015,11,Choque,PARTICULAR,MOTOCARRO,1
2015,11,Choque,PARTICULAR,MOTOCICLETA,121
2015,11,Choque,PARTICULAR,TRACTO/CAMION,1
2015,11,Choque,PARTICULAR,VOLQUETA,2
2015,11,Choque,PUBLICO,AUTOMOVIL,204
2015,11,Choque,PUBLICO,BUS,81
2015,11,Choque,PUBLICO,BUSETA,41
2015,11,Choque,PUBLICO,CAMION,33
2015,11,Choque,PUBLICO,CAMIONETA,19
2015,11,Choque,PUBLICO,MICROBUS,15
2015,11,Choque,PUBLICO,TRACTO/CAMION,27
2015,11,Choque,PUBLICO,VOLQUETA,10
2015,11,Volcamiento,PUBLICO,TRACTO/CAMION,1
2015,12,Atropello,OFICIAL,CAMIONETA,1
2015,12,Atropello,OFICIAL,MOTOCICLETA,1
2015,12,Atropello,PARTICULAR,AUTOMOVIL,5
2015,12,Atropello,PARTICULAR,MOTOCICLETA,9
2015,12,Atropello,PUBLICO,AUTOMOVIL,3
2015,12,Atropello,PUBLICO,BUS,3
2015,12,Atropello,PUBLICO,CAMION,1
2015,12,Atropello,PUBLICO,CAMIONETA,2
2015,12,Caida Ocupante,PUBLICO,BUSETA,1
2015,12,Choque,DESCONOCIDO,AUTOMOVIL,1
2015,12,Choque,DESCONOCIDO,BICICLETA,5
2015,12,Choque,DESCONOCIDO,MAQUINARIA INDUSTRIAL,1
2015,12,Choque,DIPLOMATICO,AUTOMOVIL,1
2015,12,Choque,OFICIAL,CAMIONETA,2
2015,12,Choque,OFICIAL,MICROBUS,1
2015,12,Choque,OFICIAL,MOTOCICLETA,1
2015,12,Choque,PARTICULAR,AUTOMOVIL,321
2015,12,Choque,PARTICULAR,BUS,1
2015,12,Choque,PARTICULAR,CAMION,10
2015,12,Choque,PARTICULAR,CAMIONETA,117
2015,12,Choque,PARTICULAR,CAMPERO,43
2015,12,Choque,PARTICULAR,MOTOCARRO,1
2015,12,Choque,PARTICULAR,MOTOCICLETA,137
2015,12,Choque,PARTICULAR,TRACTO/CAMION,1
2015,12,Choque,PARTICULAR,VOLQUETA,2
2015,12,Choque,PUBLICO,AUTOMOVIL,202
2015,12,Choque,PUBLICO,BUS,77
2015,12,Choque,PUBLICO,BUSETA,26
2015,12,Choque,PUBLICO,CAMION,41
2015,12,Choque,PUBLICO,CAMIONETA,20
2015,12,Choque,PUBLICO,MICROBUS,13
2015,12,Choque,PUBLICO,RETROEXCAVADORA,1
2015,12,Choque,PUBLICO,TRACTO/CAMION,25
2015,12,Choque,PUBLICO,VOLQUETA,9
2015,12,Incendio,PARTICULAR,CAMPERO,1
2015,12,Otro,PARTICULAR,MOTOCICLETA,1
2015,12,Volcamiento,PARTICULAR,AUTOMOVIL,1
2015,12,Volcamiento,PUBLICO,AUTOMOVIL,1
2015,12,Volcamiento,PUBLICO,VOLQUETA,1
2016,1,Atropello,OFICIAL,CAMIONETA,1
2016,1,Atropello,OFICIAL,MOTOCICLETA,1
2016,1,Atropello,PARTICULAR,AUTOMOVIL,3
2016,1,Atropello,PARTICULAR,MOTOCICLETA,5
2016,1,Atropello,PUBLICO,AUTOMOVIL,1
2016,1,Atropello,PUBLICO,BUS,2
2016,1,Caida Ocupante,PUBLICO,BUS,1
2016,1,Caida Ocupante,PUBLICO,BUSETA,1
2016,1,Choque,DESCONOCIDO,DESCONOCIDA,1
2016,1,Choque,DESCONOCIDO,AUTOMOVIL,1
2016,1,Choque,DESCONOCIDO,BICICLETA,2
2016,1,Choque,DIPLOMATICO,AUTOMOVIL,1
2016,1,Choque,OFICIAL,CAMIONETA,3
2016,1,Choque,OFICIAL,CAMPERO,3
2016,1,Choque,OFICIAL,MOTOCICLETA,3
2016,1,Choque,PARTICULAR,AUTOMOVIL,263
2016,1,Choque,PARTICULAR,CAMION,6
2016,1,Choque,PARTICULAR,CAMIONETA,81
2016,1,Choque,PARTICULAR,CAMPERO,50
2016,1,Choque,PARTICULAR,MOTOCARRO,1
2016,1,Choque,PARTICULAR,MOTOCICLETA,94
2016,1,Choque,PUBLICO,AUTOMOVIL,136
2016,1,Choque,PUBLICO,BUS,65
2016,1,Choque,PUBLICO,BUSETA,24
2016,1,Choque,PUBLICO,CAMION,37
2016,1,Choque,PUBLICO,CAMIONETA,14
2016,1,Choque,PUBLICO,CAMPERO,1
2016,1,Choque,PUBLICO,MICROBUS,12
2016,1,Choque,PUBLICO,TRACTO/CAMION,12
2016,1,Choque,PUBLICO,VOLQUETA,6
2016,1,Otro,OFICIAL,MOTOCICLETA,1
2016,1,Otro,PARTICULAR,AUTOMOVIL,1
2016,1,Otro,PARTICULAR,MOTOCICLETA,1
2016,1,Volcamiento,PUBLICO,AUTOMOVIL,1
2016,1,Volcamiento,PUBLICO,CAMIONETA,1
2016,2,Atropello,PARTICULAR,CAMIONETA,3
2016,2,Atropello,PARTICULAR,CAMPERO,1
2016,2,Atropello,PARTICULAR,MOTOCICLETA,8
2016,2,Atropello,PUBLICO,AUTOMOVIL,3
2016,2,Atropello,PUBLICO,BUS,2
2016,2,Atropello,PUBLICO,BUSETA,2
2016,2,Atropello,PUBLICO,CAMIONETA,1
2016,2,Atropello,PUBLICO,MICROBUS,1
2016,2,Atropello,PUBLICO,TRACTO/CAMION,1
2016,2,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2016,2,Caida Ocupante,PUBLICO,BUS,1
2016,2,Choque,DESCONOCIDO,AUTOMOVIL,1
2016,2,Choque,DESCONOCIDO,BICICLETA,1
2016,2,Choque,OFICIAL,BUSETA,1
2016,2,Choque,OFICIAL,CAMIONETA,2
2016,2,Choque,OFICIAL,CAMPERO,3
2016,2,Choque,OFICIAL,MOTOCICLETA,4
2016,2,Choque,OFICIAL,TRACTO/CAMION,1
2016,2,Choque,PARTICULAR,AUTOMOVIL,310
2016,2,Choque,PARTICULAR,CAMION,6
2016,2,Choque,PARTICULAR,CAMIONETA,104
2016,2,Choque,PARTICULAR,CAMPERO,34
2016,2,Choque,PARTICULAR,MOTOCICLETA,127
2016,2,Choque,PARTICULAR,TRACTO/CAMION,2
2016,2,Choque,PARTICULAR,VOLQUETA,1
2016,2,Choque,PUBLICO,AUTOMOVIL,177
2016,2,Choque,PUBLICO,BUS,78
2016,2,Choque,PUBLICO,BUSETA,31
2016,2,Choque,PUBLICO,CAMION,47
2016,2,Choque,PUBLICO,CAMIONETA,23
2016,2,Choque,PUBLICO,CAMPERO,1
2016,2,Choque,PUBLICO,MICROBUS,4
2016,2,Choque,PUBLICO,TRACTO/CAMION,19
2016,2,Choque,PUBLICO,VOLQUETA,14
2016,2,Incendio,PUBLICO,AUTOMOVIL,1
2016,2,Otro,PARTICULAR,MOTOCICLETA,3
2016,2,Volcamiento,PARTICULAR,AUTOMOVIL,1
2016,2,Volcamiento,PUBLICO,TRACTO/CAMION,1
2016,3,Atropello,DESCONOCIDO,AUTOMOVIL,1
2016,3,Atropello,PARTICULAR,AUTOMOVIL,4
2016,3,Atropello,PARTICULAR,MOTOCICLETA,10
2016,3,Atropello,PUBLICO,AUTOMOVIL,4
2016,3,Caida Ocupante,PUBLICO,BUS,1
2016,3,Caida Ocupante,PUBLICO,BUSETA,1
2016,3,Choque,DESCONOCIDO,DESCONOCIDA,2
2016,3,Choque,DESCONOCIDO,BICICLETA,1
2016,3,Choque,DIPLOMATICO,AUTOMOVIL,1
